time,x,y,spatial_ref,pnt_ndvi
2022-06-06 07:03:56.500000+00:00,628530.0,4218570.0,0,0.3481566
2022-06-11 07:03:57+00:00,628530.0,4218570.0,0,0.43718398
2022-06-13 19:03:53.500000+00:00,628530.0,4218570.0,0,0.46099845
2022-06-21 07:03:58.500000+00:00,628530.0,4218570.0,0,0.5511966
2022-06-28 19:04:02.500000+00:00,628530.0,4218570.0,0,0.71201813
2022-07-01 07:03:59.500000+00:00,628530.0,4218570.0,0,0.75648856
2022-07-06 07:03:59.500000+00:00,628530.0,4218570.0,0,0.832755
2022-07-16 07:04:00+00:00,628530.0,4218570.0,0,0.8510101
2022-07-21 07:03:59+00:00,628530.0,4218570.0,0,0.85773414
2022-07-23 19:03:55.500000+00:00,628530.0,4218570.0,0,0.8596491
2022-07-31 07:03:59.500000+00:00,628530.0,4218570.0,0,0.8606403
2022-08-07 19:04:03+00:00,628530.0,4218570.0,0,0.8606403
2022-08-10 07:04:00+00:00,628530.0,4218570.0,0,0.86181194
2022-08-15 07:03:56.500000+00:00,628530.0,4218570.0,0,0.851312
2022-08-22 19:03:54+00:00,628530.0,4218570.0,0,0.75207084
2022-08-25 07:03:58+00:00,628530.0,4218570.0,0,0.71785194
2022-08-30 07:03:57.500000+00:00,628530.0,4218570.0,0,0.6765046
2022-09-01 19:03:53+00:00,628530.0,4218570.0,0,0.6480089
2022-09-04 07:03:58.500000+00:00,628530.0,4218570.0,0,0.6480089
2022-09-06 19:04:01+00:00,628530.0,4218570.0,0,0.6480089
2022-09-09 07:03:54.500000+00:00,628530.0,4218570.0,0,0.38696352
2022-09-14 07:03:57+00:00,628530.0,4218570.0,0,0.31172398
2022-09-16 19:04:00.500000+00:00,628530.0,4218570.0,0,0.4254001
2022-09-19 07:03:55.500000+00:00,628530.0,4218570.0,0,0.21999505
2022-09-24 07:03:55+00:00,628530.0,4218570.0,0,0.2053931
