time,y,x,band,spatial_ref,Corn2_pydms_sharpened_modis_catd
2022-07-06,4218915.448835425,628594.1105554193,1.0,0.0,8.508825683593784
2022-07-06,4218124.264616517,628594.1105554193,1.0,0.0,9.860540771484409
2022-07-06,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-06,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-06,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-06,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-07,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-07,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-07,4218124.264616517,628594.1105554193,1.0,0.0,7.145122070312539
2022-07-07,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-07,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-07,4218915.448835425,628594.1105554193,1.0,0.0,6.858623046875039
2022-07-08,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-08,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-08,4218124.264616517,628594.1105554193,1.0,0.0,8.717570800781289
2022-07-08,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-08,4218915.448835425,628594.1105554193,1.0,0.0,7.592784423828164
2022-07-08,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-09,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-09,4218124.264616517,628594.1105554193,1.0,0.0,7.015604248046884
2022-07-09,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-09,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-09,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-09,4218915.448835425,628594.1105554193,1.0,0.0,6.357767333984384
2022-07-10,4218915.448835425,628594.1105554193,1.0,0.0,6.727924804687518
2022-07-10,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-10,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-10,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-10,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-10,4218124.264616517,628594.1105554193,1.0,0.0,7.191395263671893
2022-07-11,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-11,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-11,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-11,4218124.264616517,628594.1105554193,1.0,0.0,5.132818603515659
2022-07-11,4218915.448835425,628594.1105554193,1.0,0.0,4.867651367187534
2022-07-11,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-12,4218915.448835425,628594.1105554193,1.0,0.0,5.770213623046914
2022-07-12,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-12,4218124.264616517,628594.1105554193,1.0,0.0,6.431102294921914
2022-07-12,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-12,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-12,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-13,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-13,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-13,4218915.448835425,628594.1105554193,1.0,0.0,8.638395996093777
2022-07-13,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-13,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-13,4218124.264616517,628594.1105554193,1.0,0.0,8.468596191406277
2022-07-14,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-14,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-14,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-14,4218124.264616517,628594.1105554193,1.0,0.0,5.912600097656252
2022-07-14,4218915.448835425,628594.1105554193,1.0,0.0,5.363741455078127
2022-07-14,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-15,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-15,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-15,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-15,4218124.264616517,628594.1105554193,1.0,0.0,8.835234375000027
2022-07-15,4218915.448835425,628594.1105554193,1.0,0.0,9.348417968750027
2022-07-15,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-16,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-16,4218124.264616517,628594.1105554193,1.0,0.0,7.8016271972656455
2022-07-16,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-16,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-16,4218915.448835425,628594.1105554193,1.0,0.0,7.8048925781250205
2022-07-16,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-17,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-17,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-17,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-17,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-17,4218915.448835425,628594.1105554193,1.0,0.0,5.893762207031273
2022-07-17,4218124.264616517,628594.1105554193,1.0,0.0,5.790399169921898
2022-07-18,4218124.264616517,628594.1105554193,1.0,0.0,6.0524645996093795
2022-07-18,4218915.448835425,628594.1105554193,1.0,0.0,5.3631945800781295
2022-07-18,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-18,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-18,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-18,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-19,4218915.448835425,628594.1105554193,1.0,0.0,5.530653076171916
2022-07-19,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-19,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-19,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-19,4218124.264616517,628594.1105554193,1.0,0.0,6.424085693359416
2022-07-19,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-20,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-20,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-20,4218915.448835425,628594.1105554193,1.0,0.0,6.5013952636718955
2022-07-20,4218124.264616517,628594.1105554193,1.0,0.0,6.3564367675781455
2022-07-20,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-20,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-21,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-21,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-21,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-21,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-21,4218915.448835425,628594.1105554193,1.0,0.0,7.943706054687539
2022-07-21,4218124.264616517,628594.1105554193,1.0,0.0,8.035655517578164
2022-07-22,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-22,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-22,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-22,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-22,4218915.448835425,628594.1105554193,1.0,0.0,6.020162353515673
2022-07-22,4218124.264616517,628594.1105554193,1.0,0.0,5.754079589843798
2022-07-23,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-23,4218915.448835425,628594.1105554193,1.0,0.0,9.818608398437505
2022-07-23,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-23,4218124.264616517,628594.1105554193,1.0,0.0,9.737309570312505
2022-07-23,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-23,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-24,4218124.264616517,628594.1105554193,1.0,0.0,8.551584472656259
2022-07-24,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-24,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-24,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-24,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-24,4218915.448835425,628594.1105554193,1.0,0.0,7.776804199218759
2022-07-25,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-25,4218124.264616517,628594.1105554193,1.0,0.0,6.698778076171891
2022-07-25,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-25,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-25,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-25,4218915.448835425,628594.1105554193,1.0,0.0,7.243089599609391
2022-07-26,4218915.448835425,628594.1105554193,1.0,0.0,6.792401123046886
2022-07-26,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-26,4218124.264616517,628594.1105554193,1.0,0.0,7.285137939453136
2022-07-26,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-26,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-26,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-27,4218915.448835425,628594.1105554193,1.0,0.0,6.331069335937514
2022-07-27,4218124.264616517,628594.1105554193,1.0,0.0,6.589217529296889
2022-07-27,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-27,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-27,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-27,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-28,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-28,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-28,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-28,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-28,4218124.264616517,628594.1105554193,1.0,0.0,NA
2022-07-28,4218915.448835425,628594.1105554193,1.0,0.0,NA
2022-07-29,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-29,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-29,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-29,4218915.448835425,628594.1105554193,1.0,0.0,7.929385986328157
2022-07-29,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-29,4218124.264616517,628594.1105554193,1.0,0.0,8.444278564453157
2022-07-30,4218915.448835425,628594.1105554193,1.0,0.0,7.73361328125003
2022-07-30,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-30,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-30,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-30,4218124.264616517,628594.1105554193,1.0,0.0,8.403504638671905
2022-07-30,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-31,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-07-31,4218124.264616517,628594.1105554193,1.0,0.0,10.44281005859375
2022-07-31,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-07-31,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-07-31,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-07-31,4218915.448835425,628594.1105554193,1.0,0.0,9.938385009765625
2022-08-01,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-08-01,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-08-01,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-08-01,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-08-01,4218124.264616517,628594.1105554193,1.0,0.0,NA
2022-08-01,4218915.448835425,628594.1105554193,1.0,0.0,NA
2022-08-02,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-08-02,4218124.264616517,628594.1105554193,1.0,0.0,6.462127685546875
2022-08-02,4218915.448835425,628594.1105554193,1.0,0.0,6.4595947265625
2022-08-02,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-08-02,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-08-02,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-08-03,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-08-03,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-08-03,4218124.264616517,628594.1105554193,1.0,0.0,7.209387207031284
2022-08-03,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-08-03,4218915.448835425,628594.1105554193,1.0,0.0,7.487066650390659
2022-08-03,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-08-04,4218562.796391891,628576.675602286,1.0,0.0,NA
2022-08-04,4218124.264616517,628594.1105554193,1.0,0.0,6.3959313964844
2022-08-04,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-08-04,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-08-04,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-08-04,4218915.448835425,628594.1105554193,1.0,0.0,6.51891723632815
2022-08-05,4218124.264616517,628576.675602286,1.0,0.0,NA
2022-08-05,4218124.264616517,628594.1105554193,1.0,0.0,8.864178466796886
2022-08-05,4218562.796391891,628594.1105554193,1.0,0.0,NA
2022-08-05,4218915.448835425,628576.675602286,1.0,0.0,NA
2022-08-05,4218915.448835425,628594.1105554193,1.0,0.0,8.860607910156261
2022-08-05,4218562.796391891,628576.675602286,1.0,0.0,NA
