time,band,x,y,spatial_ref,pnt_catd
2022-06-01,1,628530.0,4218570.0,0,25.431953125000007
2022-06-02,1,628530.0,4218570.0,0,15.13882934570313
2022-06-03,1,628530.0,4218570.0,0,7.300926513671925
2022-06-06,1,628530.0,4218570.0,0,36.51209350585941
2022-06-07,1,628530.0,4218570.0,0,23.218914794921886
2022-06-08,1,628530.0,4218570.0,0,29.69033935546878
2022-06-09,1,628530.0,4218570.0,0,26.67361938476563
2022-06-10,1,628530.0,4218570.0,0,24.634266357421893
2022-06-11,1,628530.0,4218570.0,0,25.540747070312534
2022-06-14,1,628530.0,4218570.0,0,11.040638427734393
2022-06-15,1,628530.0,4218570.0,0,17.12054443359375
2022-06-16,1,628530.0,4218570.0,0,12.815388183593768
2022-06-17,1,628530.0,4218570.0,0,3.956190185546916
2022-06-18,1,628530.0,4218570.0,0,12.498972167968759
2022-06-19,1,628530.0,4218570.0,0,6.133792724609407
2022-06-22,1,628530.0,4218570.0,0,15.622019042968759
2022-06-23,1,628530.0,4218570.0,0,22.757130126953143
2022-06-24,1,628530.0,4218570.0,0,24.009951171875002
2022-06-25,1,628530.0,4218570.0,0,23.464149169921882
2022-06-26,1,628530.0,4218570.0,0,24.03954711914065
2022-06-27,1,628530.0,4218570.0,0,22.781877441406266
2022-06-30,1,628530.0,4218570.0,0,14.230054931640666
2022-07-01,1,628530.0,4218570.0,0,17.131973876953168
2022-07-02,1,628530.0,4218570.0,0,13.434865722656298
2022-07-03,1,628530.0,4218570.0,0,16.796925048828143
2022-07-04,1,628530.0,4218570.0,0,10.347722167968755
2022-07-05,1,628530.0,4218570.0,0,12.58230102539062
2022-07-08,1,628530.0,4218570.0,0,11.452037353515664
2022-07-09,1,628530.0,4218570.0,0,10.055673828125009
2022-07-10,1,628530.0,4218570.0,0,10.366749267578143
2022-07-11,1,628530.0,4218570.0,0,8.433447265625034
2022-07-12,1,628530.0,4218570.0,0,9.472484130859414
2022-07-13,1,628530.0,4218570.0,0,12.024351806640652
2022-07-16,1,628530.0,4218570.0,0,7.8000097656250205
2022-07-17,1,628530.0,4218570.0,0,5.849877929687523
2022-07-18,1,628530.0,4218570.0,0,5.5651293945312545
2022-07-19,1,628530.0,4218570.0,0,6.108991699218791
2022-07-20,1,628530.0,4218570.0,0,6.4292517089843955
2022-07-21,1,628530.0,4218570.0,0,7.987834472656289
2022-07-24,1,628530.0,4218570.0,0,7.722055664062509
2022-07-25,1,628530.0,4218570.0,0,6.528062744140641
2022-07-26,1,628530.0,4218570.0,0,6.548687744140636
2022-07-27,1,628530.0,4218570.0,0,5.970809326171889
2022-07-28,1,628530.0,4218570.0,0,NA
2022-07-29,1,628530.0,4218570.0,0,7.709537353515657
2022-08-01,1,628530.0,4218570.0,0,NA
2022-08-02,1,628530.0,4218570.0,0,-22.02142333984375
2022-08-03,1,628530.0,4218570.0,0,-21.126550292968716
2022-08-04,1,628530.0,4218570.0,0,-22.0241125488281
2022-08-05,1,628530.0,4218570.0,0,-19.61503906249999
2022-08-06,1,628530.0,4218570.0,0,-21.857532958984336
2022-08-09,1,628530.0,4218570.0,0,5.674300537109389
2022-08-10,1,628530.0,4218570.0,0,5.238171386718761
2022-08-11,1,628530.0,4218570.0,0,3.4888818359375477
2022-08-12,1,628530.0,4218570.0,0,6.4908374023438
2022-08-13,1,628530.0,4218570.0,0,6.382713623046925
2022-08-14,1,628530.0,4218570.0,0,6.0674694824218705
2022-08-17,1,628530.0,4218570.0,0,10.99857055664063
2022-08-18,1,628530.0,4218570.0,0,5.434617919921891
2022-08-19,1,628530.0,4218570.0,0,7.29202392578128
2022-08-20,1,628530.0,4218570.0,0,6.615128173828168
2022-08-21,1,628530.0,4218570.0,0,7.055715332031298
2022-08-22,1,628530.0,4218570.0,0,6.057132568359407
2022-08-25,1,628530.0,4218570.0,0,13.9829675292969
2022-08-26,1,628530.0,4218570.0,0,13.631452636718791
2022-08-27,1,628530.0,4218570.0,0,13.479560546875007
2022-08-28,1,628530.0,4218570.0,0,12.669830322265625
2022-08-29,1,628530.0,4218570.0,0,12.253415527343748
2022-08-30,1,628530.0,4218570.0,0,13.100009765625032
2022-09-02,1,628530.0,4218570.0,0,8.418452148437495
2022-09-03,1,628530.0,4218570.0,0,11.619807128906245
2022-09-04,1,628530.0,4218570.0,0,12.485886230468793
2022-09-05,1,628530.0,4218570.0,0,7.0442553710937545
2022-09-06,1,628530.0,4218570.0,0,11.170942382812541
2022-09-07,1,628530.0,4218570.0,0,6.8293383789063
2022-09-10,1,628530.0,4218570.0,0,14.988259277343786
2022-09-11,1,628530.0,4218570.0,0,23.665277099609398
2022-09-12,1,628530.0,4218570.0,0,28.755419921875045
2022-09-13,1,628530.0,4218570.0,0,18.570329589843766
2022-09-14,1,628530.0,4218570.0,0,16.832414550781266
2022-09-15,1,628530.0,4218570.0,0,20.415052490234416
2022-09-18,1,628530.0,4218570.0,0,13.341191406250005
2022-09-19,1,628530.0,4218570.0,0,15.319320068359389
2022-09-20,1,628530.0,4218570.0,0,NA
2022-09-21,1,628530.0,4218570.0,0,20.42166259765628
2022-09-22,1,628530.0,4218570.0,0,15.47225463867187
2022-09-23,1,628530.0,4218570.0,0,15.412171630859405
2022-09-26,1,628530.0,4218570.0,0,20.444693603515645
2022-09-27,1,628530.0,4218570.0,0,21.67763061523442
2022-09-28,1,628530.0,4218570.0,0,15.158571777343752
2022-09-29,1,628530.0,4218570.0,0,19.87376342773439
2022-09-30,1,628530.0,4218570.0,0,17.277075195312534
