time,time,x,y,s2_mean_ndvi
2022-07-24 00:00:00+00:00,2022-07-24 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-25 00:00:00+00:00,2022-07-25 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-26 00:00:00+00:00,2022-07-26 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-27 00:00:00+00:00,2022-07-27 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-28 00:00:00+00:00,2022-07-28 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-29 00:00:00+00:00,2022-07-29 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-30 00:00:00+00:00,2022-07-30 00:00:00+00:00,629680.0,4218940.0,NA
2022-07-31 00:00:00+00:00,2022-07-31 00:00:00+00:00,629680.0,4218940.0,0.83626884
2022-08-01 00:00:00+00:00,2022-08-01 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-02 00:00:00+00:00,2022-08-02 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-03 00:00:00+00:00,2022-08-03 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-04 00:00:00+00:00,2022-08-04 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-05 00:00:00+00:00,2022-08-05 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-06 00:00:00+00:00,2022-08-06 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-07 00:00:00+00:00,2022-08-07 00:00:00+00:00,629680.0,4218940.0,0.82350665
2022-08-08 00:00:00+00:00,2022-08-08 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-09 00:00:00+00:00,2022-08-09 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-10 00:00:00+00:00,2022-08-10 00:00:00+00:00,629680.0,4218940.0,0.81625193
2022-08-11 00:00:00+00:00,2022-08-11 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-12 00:00:00+00:00,2022-08-12 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-13 00:00:00+00:00,2022-08-13 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-14 00:00:00+00:00,2022-08-14 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,629680.0,4218940.0,0.8087879
2022-08-16 00:00:00+00:00,2022-08-16 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-17 00:00:00+00:00,2022-08-17 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-18 00:00:00+00:00,2022-08-18 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-19 00:00:00+00:00,2022-08-19 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-20 00:00:00+00:00,2022-08-20 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-21 00:00:00+00:00,2022-08-21 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-22 00:00:00+00:00,2022-08-22 00:00:00+00:00,629680.0,4218940.0,0.52154195
2022-08-23 00:00:00+00:00,2022-08-23 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-24 00:00:00+00:00,2022-08-24 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-25 00:00:00+00:00,2022-08-25 00:00:00+00:00,629680.0,4218940.0,0.46143413
2022-08-26 00:00:00+00:00,2022-08-26 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-27 00:00:00+00:00,2022-08-27 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-28 00:00:00+00:00,2022-08-28 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-29 00:00:00+00:00,2022-08-29 00:00:00+00:00,629680.0,4218940.0,NA
2022-08-30 00:00:00+00:00,2022-08-30 00:00:00+00:00,629680.0,4218940.0,0.421117
2022-08-31 00:00:00+00:00,2022-08-31 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-01 00:00:00+00:00,2022-09-01 00:00:00+00:00,629680.0,4218940.0,0.39807057
2022-09-02 00:00:00+00:00,2022-09-02 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-03 00:00:00+00:00,2022-09-03 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-04 00:00:00+00:00,2022-09-04 00:00:00+00:00,629680.0,4218940.0,0.39807057
2022-09-05 00:00:00+00:00,2022-09-05 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-06 00:00:00+00:00,2022-09-06 00:00:00+00:00,629680.0,4218940.0,0.397755
2022-09-07 00:00:00+00:00,2022-09-07 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-08 00:00:00+00:00,2022-09-08 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-09 00:00:00+00:00,2022-09-09 00:00:00+00:00,629680.0,4218940.0,0.37521487
2022-09-10 00:00:00+00:00,2022-09-10 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-11 00:00:00+00:00,2022-09-11 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-12 00:00:00+00:00,2022-09-12 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-13 00:00:00+00:00,2022-09-13 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-14 00:00:00+00:00,2022-09-14 00:00:00+00:00,629680.0,4218940.0,0.3704469
2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-16 00:00:00+00:00,2022-09-16 00:00:00+00:00,629680.0,4218940.0,0.3848475
2022-09-17 00:00:00+00:00,2022-09-17 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-18 00:00:00+00:00,2022-09-18 00:00:00+00:00,629680.0,4218940.0,NA
2022-09-19 00:00:00+00:00,2022-09-19 00:00:00+00:00,629680.0,4218940.0,0.35196692
