time,x,y,s2_ndvi
2022-06-06 00:00:00+00:00,629330.0,4218830.0,0.49763033
2022-06-06 00:00:00+00:00,629130.0,4218830.0,0.47578466
2022-06-06 00:00:00+00:00,629330.0,4218810.0,0.49598438
2022-06-06 00:00:00+00:00,629330.0,4218790.0,0.4763797
2022-06-06 00:00:00+00:00,629130.0,4218850.0,0.47302383
2022-06-06 00:00:00+00:00,629330.0,4218770.0,0.48232663
2022-06-06 00:00:00+00:00,629130.0,4218870.0,0.47237453
2022-06-06 00:00:00+00:00,629330.0,4218750.0,0.48388532
2022-06-06 00:00:00+00:00,629330.0,4218730.0,0.49129382
2022-06-06 00:00:00+00:00,629130.0,4218890.0,0.4684288
2022-06-06 00:00:00+00:00,629330.0,4218710.0,0.5042848
2022-06-06 00:00:00+00:00,629330.0,4218690.0,0.5012117
2022-06-06 00:00:00+00:00,629330.0,4218470.0,NA
2022-06-06 00:00:00+00:00,629130.0,4218910.0,0.46493286
2022-06-06 00:00:00+00:00,629130.0,4218930.0,0.45579696
2022-06-06 00:00:00+00:00,629330.0,4218650.0,0.5085941
2022-06-06 00:00:00+00:00,629330.0,4218630.0,0.51433533
2022-06-06 00:00:00+00:00,629130.0,4218950.0,0.44896626
2022-06-06 00:00:00+00:00,629330.0,4218610.0,0.52298725
2022-06-06 00:00:00+00:00,629130.0,4218970.0,0.47558385
2022-06-06 00:00:00+00:00,629330.0,4218590.0,0.5275523
2022-06-06 00:00:00+00:00,629330.0,4218570.0,0.5291902
2022-06-06 00:00:00+00:00,629130.0,4218990.0,0.49503312
2022-06-06 00:00:00+00:00,629330.0,4218550.0,0.51742303
2022-06-06 00:00:00+00:00,629130.0,4219010.0,0.49545455
2022-06-06 00:00:00+00:00,629330.0,4218530.0,0.48586017
2022-06-06 00:00:00+00:00,629330.0,4218510.0,0.4959985
2022-06-06 00:00:00+00:00,629130.0,4219030.0,0.50296587
2022-06-06 00:00:00+00:00,629330.0,4218670.0,0.49713024
2022-06-06 00:00:00+00:00,629330.0,4218870.0,0.5001027
2022-06-06 00:00:00+00:00,629310.0,4218870.0,0.47149396
2022-06-06 00:00:00+00:00,629310.0,4218850.0,0.4855467
2022-06-06 00:00:00+00:00,629150.0,4218790.0,0.4606408
2022-06-06 00:00:00+00:00,629290.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629150.0,4218810.0,0.423339
2022-06-06 00:00:00+00:00,629290.0,4219190.0,0.5371195
2022-06-06 00:00:00+00:00,629290.0,4219170.0,0.44710302
2022-06-06 00:00:00+00:00,629150.0,4218830.0,0.4270923
2022-06-06 00:00:00+00:00,629290.0,4219150.0,0.29738563
2022-06-06 00:00:00+00:00,629290.0,4219130.0,0.23098534
2022-06-06 00:00:00+00:00,629150.0,4218850.0,0.42887655
2022-06-06 00:00:00+00:00,629290.0,4219110.0,0.22115768
2022-06-06 00:00:00+00:00,629150.0,4218870.0,0.427224
2022-06-06 00:00:00+00:00,629290.0,4219090.0,0.22543824
2022-06-06 00:00:00+00:00,629290.0,4219070.0,0.23765883
2022-06-06 00:00:00+00:00,629150.0,4218890.0,0.4243015
2022-06-06 00:00:00+00:00,629310.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629290.0,4219050.0,0.26271185
2022-06-06 00:00:00+00:00,629150.0,4218910.0,0.42943987
2022-06-06 00:00:00+00:00,629290.0,4219030.0,0.34457323
2022-06-06 00:00:00+00:00,629290.0,4219010.0,0.4074692
2022-06-06 00:00:00+00:00,629150.0,4218930.0,0.43958423
2022-06-06 00:00:00+00:00,629290.0,4218990.0,0.41759863
2022-06-06 00:00:00+00:00,629150.0,4218950.0,0.46051773
2022-06-06 00:00:00+00:00,629290.0,4218970.0,0.44495603
2022-06-06 00:00:00+00:00,629290.0,4218950.0,0.47235975
2022-06-06 00:00:00+00:00,629150.0,4218970.0,0.4669244
2022-06-06 00:00:00+00:00,629290.0,4218930.0,0.48743305
2022-06-06 00:00:00+00:00,629150.0,4218990.0,0.47984725
2022-06-06 00:00:00+00:00,629290.0,4218910.0,0.48325753
2022-06-06 00:00:00+00:00,629290.0,4218890.0,0.47166666
2022-06-06 00:00:00+00:00,629150.0,4219010.0,0.47920132
2022-06-06 00:00:00+00:00,629370.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629150.0,4218510.0,0.52076393
2022-06-06 00:00:00+00:00,629310.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629310.0,4218470.0,NA
2022-06-06 00:00:00+00:00,629310.0,4218830.0,0.49229452
2022-06-06 00:00:00+00:00,629150.0,4218530.0,0.5077268
2022-06-06 00:00:00+00:00,629310.0,4218810.0,0.47738692
2022-06-06 00:00:00+00:00,629150.0,4218550.0,0.52168083
2022-06-06 00:00:00+00:00,629310.0,4218790.0,0.47669774
2022-06-06 00:00:00+00:00,629310.0,4218770.0,0.49491826
2022-06-06 00:00:00+00:00,629150.0,4218570.0,0.52909815
2022-06-06 00:00:00+00:00,629310.0,4218750.0,0.4954796
2022-06-06 00:00:00+00:00,629150.0,4218590.0,0.52909935
2022-06-06 00:00:00+00:00,629310.0,4218730.0,0.49028367
2022-06-06 00:00:00+00:00,629310.0,4218710.0,0.49944034
2022-06-06 00:00:00+00:00,629150.0,4218610.0,0.5308478
2022-06-06 00:00:00+00:00,629310.0,4218690.0,0.49643493
2022-06-06 00:00:00+00:00,629150.0,4218630.0,0.5243363
2022-06-06 00:00:00+00:00,629150.0,4218770.0,0.49848813
2022-06-06 00:00:00+00:00,629310.0,4218670.0,0.49013522
2022-06-06 00:00:00+00:00,629150.0,4218650.0,0.5185682
2022-06-06 00:00:00+00:00,629310.0,4218630.0,0.4950298
2022-06-06 00:00:00+00:00,629310.0,4218610.0,0.50861686
2022-06-06 00:00:00+00:00,629150.0,4218670.0,0.5163165
2022-06-06 00:00:00+00:00,629310.0,4218590.0,0.5179778
2022-06-06 00:00:00+00:00,629150.0,4218690.0,0.5176104
2022-06-06 00:00:00+00:00,629310.0,4218570.0,0.5160188
2022-06-06 00:00:00+00:00,629310.0,4218550.0,0.5148703
2022-06-06 00:00:00+00:00,629150.0,4218710.0,0.5068981
2022-06-06 00:00:00+00:00,629310.0,4218530.0,0.50543815
2022-06-06 00:00:00+00:00,629150.0,4218730.0,0.50626117
2022-06-06 00:00:00+00:00,629310.0,4218510.0,0.5039588
2022-06-06 00:00:00+00:00,629310.0,4218490.0,NA
2022-06-06 00:00:00+00:00,629150.0,4218750.0,0.5014352
2022-06-06 00:00:00+00:00,629310.0,4218650.0,0.4865104
2022-06-06 00:00:00+00:00,629130.0,4218790.0,0.47851604
2022-06-06 00:00:00+00:00,629330.0,4218890.0,0.48898858
2022-06-06 00:00:00+00:00,629330.0,4218910.0,0.49685022
2022-06-06 00:00:00+00:00,629110.0,4218810.0,0.48653725
2022-06-06 00:00:00+00:00,629370.0,4218510.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218490.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218830.0,0.4917794
2022-06-06 00:00:00+00:00,629370.0,4218470.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218850.0,0.5061064
2022-06-06 00:00:00+00:00,629370.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218870.0,0.5073932
2022-06-06 00:00:00+00:00,629350.0,4219210.0,0.5775092
2022-06-06 00:00:00+00:00,629110.0,4218890.0,0.4875653
2022-06-06 00:00:00+00:00,629350.0,4219190.0,0.5040758
2022-06-06 00:00:00+00:00,629350.0,4219170.0,0.46684867
2022-06-06 00:00:00+00:00,629110.0,4218910.0,0.4873631
2022-06-06 00:00:00+00:00,629370.0,4218530.0,0.47160494
2022-06-06 00:00:00+00:00,629350.0,4219150.0,0.4563107
2022-06-06 00:00:00+00:00,629350.0,4219130.0,0.38486376
2022-06-06 00:00:00+00:00,629350.0,4219110.0,0.3120966
2022-06-06 00:00:00+00:00,629110.0,4218950.0,0.48761025
2022-06-06 00:00:00+00:00,629350.0,4219090.0,0.29674459
2022-06-06 00:00:00+00:00,629350.0,4219070.0,0.3046025
2022-06-06 00:00:00+00:00,629110.0,4218970.0,0.50259715
2022-06-06 00:00:00+00:00,629350.0,4219050.0,0.30700636
2022-06-06 00:00:00+00:00,629110.0,4218990.0,0.49968547
2022-06-06 00:00:00+00:00,629350.0,4219030.0,0.32204098
2022-06-06 00:00:00+00:00,629350.0,4219010.0,0.3881822
2022-06-06 00:00:00+00:00,629110.0,4219010.0,0.49458334
2022-06-06 00:00:00+00:00,629350.0,4218990.0,0.43903905
2022-06-06 00:00:00+00:00,629110.0,4219030.0,0.5147475
2022-06-06 00:00:00+00:00,629350.0,4218970.0,0.48136398
2022-06-06 00:00:00+00:00,629110.0,4218930.0,0.4827586
2022-06-06 00:00:00+00:00,629350.0,4218950.0,0.5086258
2022-06-06 00:00:00+00:00,629370.0,4218550.0,0.49291572
2022-06-06 00:00:00+00:00,629370.0,4218570.0,0.5029362
2022-06-06 00:00:00+00:00,629370.0,4218930.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218910.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218570.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218890.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218590.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218870.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218850.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218610.0,0.55276084
2022-06-06 00:00:00+00:00,629370.0,4218830.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218810.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218630.0,0.5510842
2022-06-06 00:00:00+00:00,629370.0,4218790.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218650.0,0.5123778
2022-06-06 00:00:00+00:00,629370.0,4218770.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218790.0,0.5005084
2022-06-06 00:00:00+00:00,629370.0,4218750.0,0.5364553
2022-06-06 00:00:00+00:00,629370.0,4218730.0,0.5286573
2022-06-06 00:00:00+00:00,629110.0,4218690.0,0.5172985
2022-06-06 00:00:00+00:00,629370.0,4218710.0,0.5370334
2022-06-06 00:00:00+00:00,629370.0,4218690.0,0.54677105
2022-06-06 00:00:00+00:00,629110.0,4218710.0,0.5477367
2022-06-06 00:00:00+00:00,629370.0,4218670.0,0.52980924
2022-06-06 00:00:00+00:00,629370.0,4218650.0,0.5274965
2022-06-06 00:00:00+00:00,629110.0,4218730.0,0.54387385
2022-06-06 00:00:00+00:00,629370.0,4218630.0,0.5308929
2022-06-06 00:00:00+00:00,629110.0,4218750.0,0.51892346
2022-06-06 00:00:00+00:00,629370.0,4218610.0,0.523828
2022-06-06 00:00:00+00:00,629370.0,4219130.0,NA
2022-06-06 00:00:00+00:00,629370.0,4218590.0,0.51186574
2022-06-06 00:00:00+00:00,629110.0,4218770.0,0.5090834
2022-06-06 00:00:00+00:00,629110.0,4218670.0,0.50222033
2022-06-06 00:00:00+00:00,629110.0,4219050.0,0.5187576
2022-06-06 00:00:00+00:00,629350.0,4218930.0,0.5097883
2022-06-06 00:00:00+00:00,629110.0,4219070.0,0.49909547
2022-06-06 00:00:00+00:00,629350.0,4218470.0,NA
2022-06-06 00:00:00+00:00,629130.0,4218550.0,0.50345445
2022-06-06 00:00:00+00:00,629350.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629130.0,4218570.0,0.5109537
2022-06-06 00:00:00+00:00,629350.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629330.0,4219210.0,0.5673514
2022-06-06 00:00:00+00:00,629130.0,4218590.0,0.52337265
2022-06-06 00:00:00+00:00,629330.0,4219190.0,0.49147895
2022-06-06 00:00:00+00:00,629130.0,4218610.0,0.5219298
2022-06-06 00:00:00+00:00,629330.0,4219170.0,0.4290362
2022-06-06 00:00:00+00:00,629330.0,4219150.0,0.37112123
2022-06-06 00:00:00+00:00,629130.0,4218630.0,0.5137255
2022-06-06 00:00:00+00:00,629330.0,4219130.0,0.2860666
2022-06-06 00:00:00+00:00,629330.0,4219110.0,0.237442
2022-06-06 00:00:00+00:00,629350.0,4218490.0,NA
2022-06-06 00:00:00+00:00,629130.0,4218650.0,0.52586573
2022-06-06 00:00:00+00:00,629130.0,4218670.0,0.5236472
2022-06-06 00:00:00+00:00,629330.0,4219070.0,0.2452675
2022-06-06 00:00:00+00:00,629330.0,4219050.0,0.26271895
2022-06-06 00:00:00+00:00,629130.0,4218690.0,0.51755524
2022-06-06 00:00:00+00:00,629330.0,4219030.0,0.3193085
2022-06-06 00:00:00+00:00,629130.0,4218710.0,0.5225245
2022-06-06 00:00:00+00:00,629330.0,4219010.0,0.38732827
2022-06-06 00:00:00+00:00,629330.0,4218990.0,0.42175066
2022-06-06 00:00:00+00:00,629130.0,4218730.0,0.52936155
2022-06-06 00:00:00+00:00,629330.0,4218970.0,0.46280155
2022-06-06 00:00:00+00:00,629330.0,4218950.0,0.4982007
2022-06-06 00:00:00+00:00,629130.0,4218750.0,0.5322818
2022-06-06 00:00:00+00:00,629330.0,4218930.0,0.50081104
2022-06-06 00:00:00+00:00,629130.0,4218770.0,0.5177633
2022-06-06 00:00:00+00:00,629330.0,4219090.0,0.23061348
2022-06-06 00:00:00+00:00,629130.0,4218530.0,0.5024543
2022-06-06 00:00:00+00:00,629350.0,4218510.0,0.48508286
2022-06-06 00:00:00+00:00,629350.0,4218530.0,0.47672674
2022-06-06 00:00:00+00:00,629350.0,4218910.0,0.5043181
2022-06-06 00:00:00+00:00,629350.0,4218890.0,0.49645245
2022-06-06 00:00:00+00:00,629110.0,4219090.0,0.4801114
2022-06-06 00:00:00+00:00,629350.0,4218870.0,0.49765354
2022-06-06 00:00:00+00:00,629350.0,4218850.0,0.5111384
2022-06-06 00:00:00+00:00,629110.0,4219110.0,0.5038373
2022-06-06 00:00:00+00:00,629350.0,4218830.0,0.5235732
2022-06-06 00:00:00+00:00,629110.0,4219130.0,NA
2022-06-06 00:00:00+00:00,629350.0,4218810.0,0.52109706
2022-06-06 00:00:00+00:00,629350.0,4218790.0,0.50835323
2022-06-06 00:00:00+00:00,629110.0,4219150.0,NA
2022-06-06 00:00:00+00:00,629350.0,4218770.0,0.50065935
2022-06-06 00:00:00+00:00,629110.0,4219170.0,NA
2022-06-06 00:00:00+00:00,629350.0,4218750.0,0.51248103
2022-06-06 00:00:00+00:00,629350.0,4218730.0,0.5183585
2022-06-06 00:00:00+00:00,629110.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629350.0,4218710.0,0.51211
2022-06-06 00:00:00+00:00,629130.0,4218510.0,0.5093682
2022-06-06 00:00:00+00:00,629350.0,4218550.0,0.51817113
2022-06-06 00:00:00+00:00,629130.0,4218490.0,0.5077586
2022-06-06 00:00:00+00:00,629350.0,4218570.0,0.5319662
2022-06-06 00:00:00+00:00,629350.0,4218590.0,0.5338931
2022-06-06 00:00:00+00:00,629130.0,4218470.0,0.49274087
2022-06-06 00:00:00+00:00,629290.0,4218870.0,0.4733111
2022-06-06 00:00:00+00:00,629350.0,4218610.0,0.5282822
2022-06-06 00:00:00+00:00,629350.0,4218630.0,0.5139665
2022-06-06 00:00:00+00:00,629350.0,4218650.0,0.5121323
2022-06-06 00:00:00+00:00,629130.0,4218430.0,0.5605623
2022-06-06 00:00:00+00:00,629350.0,4218670.0,0.5220368
2022-06-06 00:00:00+00:00,629350.0,4218690.0,0.5170467
2022-06-06 00:00:00+00:00,629110.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629130.0,4218450.0,0.48813483
2022-06-06 00:00:00+00:00,629290.0,4218850.0,0.49252474
2022-06-06 00:00:00+00:00,629150.0,4219030.0,0.48776978
2022-06-06 00:00:00+00:00,629290.0,4218830.0,0.50332403
2022-06-06 00:00:00+00:00,629230.0,4219130.0,0.42459017
2022-06-06 00:00:00+00:00,629190.0,4218770.0,0.507316
2022-06-06 00:00:00+00:00,629230.0,4219110.0,0.34450892
2022-06-06 00:00:00+00:00,629230.0,4219090.0,0.3282242
2022-06-06 00:00:00+00:00,629190.0,4218790.0,0.5032996
2022-06-06 00:00:00+00:00,629230.0,4219070.0,0.35631195
2022-06-06 00:00:00+00:00,629190.0,4218810.0,0.49902913
2022-06-06 00:00:00+00:00,629230.0,4219050.0,0.37103686
2022-06-06 00:00:00+00:00,629230.0,4219030.0,0.39375803
2022-06-06 00:00:00+00:00,629190.0,4218830.0,0.4755537
2022-06-06 00:00:00+00:00,629230.0,4219010.0,0.42996398
2022-06-06 00:00:00+00:00,629230.0,4218990.0,0.4371386
2022-06-06 00:00:00+00:00,629190.0,4218850.0,0.4593011
2022-06-06 00:00:00+00:00,629230.0,4218970.0,0.44292432
2022-06-06 00:00:00+00:00,629190.0,4218750.0,0.5201066
2022-06-06 00:00:00+00:00,629190.0,4218870.0,0.4502924
2022-06-06 00:00:00+00:00,629230.0,4218930.0,0.44334763
2022-06-06 00:00:00+00:00,629190.0,4218890.0,0.45416754
2022-06-06 00:00:00+00:00,629230.0,4218910.0,0.44508672
2022-06-06 00:00:00+00:00,629190.0,4218910.0,0.45151198
2022-06-06 00:00:00+00:00,629230.0,4218890.0,0.4500643
2022-06-06 00:00:00+00:00,629230.0,4218870.0,0.45826235
2022-06-06 00:00:00+00:00,629190.0,4218930.0,0.45964032
2022-06-06 00:00:00+00:00,629230.0,4218850.0,0.45551983
2022-06-06 00:00:00+00:00,629230.0,4218830.0,0.48017243
2022-06-06 00:00:00+00:00,629190.0,4218950.0,0.4620253
2022-06-06 00:00:00+00:00,629230.0,4218810.0,0.49834839
2022-06-06 00:00:00+00:00,629190.0,4218970.0,0.45825365
2022-06-06 00:00:00+00:00,629230.0,4218790.0,0.51731795
2022-06-06 00:00:00+00:00,629230.0,4218770.0,0.5235307
2022-06-06 00:00:00+00:00,629230.0,4218950.0,0.4469908
2022-06-06 00:00:00+00:00,629190.0,4218990.0,0.46496013
2022-06-06 00:00:00+00:00,629230.0,4219150.0,0.5084942
2022-06-06 00:00:00+00:00,629190.0,4218730.0,0.51321095
2022-06-06 00:00:00+00:00,629250.0,4218750.0,0.5148627
2022-06-06 00:00:00+00:00,629250.0,4218730.0,0.5106237
2022-06-06 00:00:00+00:00,629190.0,4218510.0,0.5336264
2022-06-06 00:00:00+00:00,629250.0,4218710.0,0.50330675
2022-06-06 00:00:00+00:00,629250.0,4218690.0,0.5179418
2022-06-06 00:00:00+00:00,629190.0,4218530.0,0.5319055
2022-06-06 00:00:00+00:00,629250.0,4218670.0,0.5263158
2022-06-06 00:00:00+00:00,629190.0,4218550.0,0.53760815
2022-06-06 00:00:00+00:00,629250.0,4218650.0,0.52713525
2022-06-06 00:00:00+00:00,629250.0,4218630.0,0.52622145
2022-06-06 00:00:00+00:00,629190.0,4218570.0,0.53287274
2022-06-06 00:00:00+00:00,629250.0,4218610.0,0.5264337
2022-06-06 00:00:00+00:00,629190.0,4218590.0,0.52954245
2022-06-06 00:00:00+00:00,629250.0,4218590.0,0.5303806
2022-06-06 00:00:00+00:00,629230.0,4219170.0,0.56508875
2022-06-06 00:00:00+00:00,629250.0,4218570.0,0.5378451
2022-06-06 00:00:00+00:00,629250.0,4218550.0,0.53410834
2022-06-06 00:00:00+00:00,629190.0,4218630.0,0.52738655
2022-06-06 00:00:00+00:00,629250.0,4218530.0,0.54656917
2022-06-06 00:00:00+00:00,629250.0,4218510.0,0.5566357
2022-06-06 00:00:00+00:00,629190.0,4218650.0,0.52383065
2022-06-06 00:00:00+00:00,629250.0,4218490.0,0.5890625
2022-06-06 00:00:00+00:00,629250.0,4218470.0,NA
2022-06-06 00:00:00+00:00,629190.0,4218670.0,0.52738655
2022-06-06 00:00:00+00:00,629250.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629190.0,4218690.0,0.51876676
2022-06-06 00:00:00+00:00,629250.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629230.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629190.0,4218710.0,0.52147514
2022-06-06 00:00:00+00:00,629230.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629190.0,4218610.0,0.5313059
2022-06-06 00:00:00+00:00,629230.0,4218750.0,0.5082042
2022-06-06 00:00:00+00:00,629190.0,4219010.0,0.457877
2022-06-06 00:00:00+00:00,629230.0,4218730.0,0.5071199
2022-06-06 00:00:00+00:00,629210.0,4218490.0,0.56468344
2022-06-06 00:00:00+00:00,629210.0,4219070.0,0.3700412
2022-06-06 00:00:00+00:00,629210.0,4218510.0,0.5619621
2022-06-06 00:00:00+00:00,629210.0,4219050.0,0.4106157
2022-06-06 00:00:00+00:00,629210.0,4219030.0,0.4342881
2022-06-06 00:00:00+00:00,629210.0,4218530.0,0.56309015
2022-06-06 00:00:00+00:00,629210.0,4219010.0,0.46021053
2022-06-06 00:00:00+00:00,629210.0,4218550.0,0.5582849
2022-06-06 00:00:00+00:00,629210.0,4218990.0,0.469793
2022-06-06 00:00:00+00:00,629210.0,4218970.0,0.46970657
2022-06-06 00:00:00+00:00,629210.0,4218570.0,0.5510735
2022-06-06 00:00:00+00:00,629210.0,4218950.0,0.46619216
2022-06-06 00:00:00+00:00,629210.0,4218590.0,0.5491586
2022-06-06 00:00:00+00:00,629210.0,4218930.0,0.46714255
2022-06-06 00:00:00+00:00,629210.0,4219090.0,0.32515875
2022-06-06 00:00:00+00:00,629210.0,4218910.0,0.46349603
2022-06-06 00:00:00+00:00,629210.0,4218890.0,0.46408495
2022-06-06 00:00:00+00:00,629210.0,4218870.0,0.459799
2022-06-06 00:00:00+00:00,629370.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629210.0,4218630.0,0.54319894
2022-06-06 00:00:00+00:00,629210.0,4218850.0,0.46624738
2022-06-06 00:00:00+00:00,629210.0,4218650.0,0.53507996
2022-06-06 00:00:00+00:00,629210.0,4218830.0,0.49057004
2022-06-06 00:00:00+00:00,629210.0,4218810.0,0.51021296
2022-06-06 00:00:00+00:00,629210.0,4218670.0,0.5301743
2022-06-06 00:00:00+00:00,629210.0,4218790.0,0.5225126
2022-06-06 00:00:00+00:00,629210.0,4218690.0,0.52956986
2022-06-06 00:00:00+00:00,629210.0,4218770.0,0.5263391
2022-06-06 00:00:00+00:00,629210.0,4218750.0,0.5270936
2022-06-06 00:00:00+00:00,629210.0,4218710.0,0.530262
2022-06-06 00:00:00+00:00,629210.0,4218610.0,0.5452931
2022-06-06 00:00:00+00:00,629210.0,4219110.0,0.35865343
2022-06-06 00:00:00+00:00,629210.0,4218470.0,0.57263243
2022-06-06 00:00:00+00:00,629210.0,4219130.0,0.4325316
2022-06-06 00:00:00+00:00,629230.0,4218710.0,0.5108373
2022-06-06 00:00:00+00:00,629190.0,4219030.0,0.4347275
2022-06-06 00:00:00+00:00,629230.0,4218690.0,0.5176951
2022-06-06 00:00:00+00:00,629230.0,4218670.0,0.527672
2022-06-06 00:00:00+00:00,629190.0,4219050.0,0.41049513
2022-06-06 00:00:00+00:00,629230.0,4218650.0,0.53645605
2022-06-06 00:00:00+00:00,629190.0,4219070.0,0.36923078
2022-06-06 00:00:00+00:00,629230.0,4218630.0,0.53706574
2022-06-06 00:00:00+00:00,629230.0,4218610.0,0.54146343
2022-06-06 00:00:00+00:00,629190.0,4219090.0,0.31390327
2022-06-06 00:00:00+00:00,629230.0,4218590.0,0.546696
2022-06-06 00:00:00+00:00,629190.0,4219110.0,0.34617826
2022-06-06 00:00:00+00:00,629230.0,4218570.0,0.54285717
2022-06-06 00:00:00+00:00,629230.0,4218550.0,0.5464764
2022-06-06 00:00:00+00:00,629190.0,4219130.0,0.435533
2022-06-06 00:00:00+00:00,629230.0,4218530.0,0.5535063
2022-06-06 00:00:00+00:00,629190.0,4219150.0,0.5305891
2022-06-06 00:00:00+00:00,629210.0,4219150.0,0.525128
2022-06-06 00:00:00+00:00,629210.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629210.0,4219170.0,NA
2022-06-06 00:00:00+00:00,629210.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629210.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629210.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629190.0,4218490.0,0.5389918
2022-06-06 00:00:00+00:00,629190.0,4219210.0,NA
2022-06-06 00:00:00+00:00,629190.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629230.0,4218450.0,NA
2022-06-06 00:00:00+00:00,629230.0,4218470.0,0.6157047
2022-06-06 00:00:00+00:00,629190.0,4219170.0,NA
2022-06-06 00:00:00+00:00,629230.0,4218490.0,0.57413507
2022-06-06 00:00:00+00:00,629230.0,4218510.0,0.5689547
2022-06-06 00:00:00+00:00,629230.0,4218430.0,NA
2022-06-06 00:00:00+00:00,629110.0,4218550.0,NA
2022-06-06 00:00:00+00:00,629250.0,4218770.0,0.5178291
2022-06-06 00:00:00+00:00,629250.0,4218790.0,0.52035797
2022-06-06 00:00:00+00:00,629170.0,4218510.0,0.52395743
2022-06-06 00:00:00+00:00,629270.0,4219190.0,NA
2022-06-06 00:00:00+00:00,629270.0,4219170.0,0.48439035
2022-06-06 00:00:00+00:00,629170.0,4218530.0,0.5157516
2022-06-06 00:00:00+00:00,629270.0,4219150.0,0.36551443
